City,Area_sqft,Bedrooms,Bathrooms,Balcony,Age,Price
Hyderabad,3173,4,4,0,9,35803000
Vadodara,3911,1,4,2,7,31155800
Nagpur,3973,2,3,1,6,25252600
Pune,3746,4,3,2,29,49238000
Ahmedabad,2273,3,4,0,28,18554000
Patna,2523,4,2,1,23,13075000
Indore,838,5,2,2,11,5958000
Visakhapatnam,2283,3,2,1,16,16887600
Jaipur,2379,3,3,0,29,16883000
Bhopal,1098,4,1,2,24,6768400
Visakhapatnam,1712,1,2,0,11,12496400
Lucknow,3362,3,2,2,15,22403000
Nagpur,1963,5,2,0,9,12980600
Kolkata,3338,1,4,0,26,30152000
Surat,1091,1,3,1,24,9383500
Trivandrum,2700,1,4,0,11,26060000
Vadodara,3597,3,4,1,10,28866600
Kolkata,1600,1,1,0,24,14190000
Coimbatore,3508,4,4,0,28,26830000
Visakhapatnam,2857,1,1,0,13,20580400
Trivandrum,2034,5,4,2,21,20293000
Kolkata,2033,2,2,1,19,18537000
Jaipur,526,5,3,2,12,4712000
Kochi,1906,3,4,1,1,20050000
Nagpur,1591,1,1,0,26,9614200
Ahmedabad,3039,1,3,2,19,24602000
Patna,693,4,1,1,6,4145000
Patna,1766,1,2,0,0,9220000
Mysore,1419,5,4,1,29,10379200
Kolkata,2757,3,3,1,24,25223000
Bangalore,3109,2,2,0,2,47135000
Patna,2975,1,4,2,28,15105000
Lucknow,2987,2,4,0,28,19635500
Kolkata,818,1,1,2,19,7412000
Surat,843,3,1,1,11,7595500
Coimbatore,1084,5,2,1,4,9120000
Bangalore,3287,3,1,1,11,49735000
Indore,2683,2,2,2,28,16238000
Bhopal,1862,1,2,0,2,11149600
Delhi,2661,2,2,2,19,48218000
Bangalore,484,5,1,1,4,8130000
Hyderabad,3241,3,3,1,27,36001000
Chandigarh,2167,2,2,0,0,30878000
Ahmedabad,484,2,3,2,15,4392000
Indore,2344,5,4,1,29,14794000
Kolkata,3960,1,1,2,8,35910000
Visakhapatnam,2512,2,1,2,9,18486400
Surat,2069,5,3,0,28,18136500
Chennai,1062,1,4,0,9,13194000
Vadodara,1026,1,4,1,12,8472800
Bhopal,463,3,2,0,15,3075400
Patna,3814,5,1,2,29,19520000
Mumbai,3386,1,4,0,19,84900000
Nagpur,1318,3,4,2,28,8701600
Bhopal,1775,4,2,1,24,10735000
Lucknow,1581,5,2,2,3,11366500
Indore,2012,4,3,0,13,12772000
Delhi,890,1,1,0,16,15970000
Bangalore,2278,5,4,1,27,34940000
Lucknow,3934,3,3,0,4,26301000
Delhi,3696,1,1,1,12,66638000
Bhopal,2340,5,3,1,24,14282000
Bhopal,712,5,1,0,2,4959600
Patna,3062,4,1,2,4,16110000
Bangalore,1318,1,4,1,15,20180000
Kolkata,2282,3,1,2,18,20908000
Coimbatore,1212,3,2,0,27,9240000
Mysore,3387,1,4,2,18,23461600
Surat,1889,1,2,2,16,16286500
Trivandrum,3559,2,3,2,17,34290500
Indore,1726,4,3,2,17,11136000
Nagpur,1079,1,1,0,24,6479800
Indore,834,1,1,0,22,4834000
Visakhapatnam,1081,2,2,2,7,8343200
Lucknow,1558,2,2,0,17,10327000
Kolkata,1473,5,2,0,8,14087000
Mysore,1855,3,3,1,28,12944000
Hyderabad,2787,4,2,0,18,31137000
Mumbai,2794,5,4,2,9,71060000
Surat,3093,1,4,0,28,26360500
Bangalore,1770,2,3,0,1,27190000
Bhopal,1048,3,2,0,27,6228400
Coimbatore,644,5,2,0,16,5500000
Patna,2556,3,1,1,24,12950000
Chennai,2980,2,4,2,23,36240000
Patna,3561,5,3,2,12,18835000
Hyderabad,695,5,2,0,27,8095000
Nagpur,2559,3,1,0,10,16235800
Mumbai,2012,2,3,1,15,50740000
Trivandrum,3648,1,3,0,19,34786000
Coimbatore,2790,5,4,1,6,22115000
Visakhapatnam,2548,1,2,2,27,18355600
Jaipur,3076,2,3,2,29,21772000
Visakhapatnam,2027,5,1,1,2,15504400
Surat,3872,5,1,2,15,33642000
Chennai,427,1,3,0,18,5274000
Indore,3384,4,1,0,19,20644000
Hyderabad,2385,1,3,1,15,26525000
Hyderabad,1960,1,1,2,1,21970000
Chandigarh,457,4,3,2,13,7258000
Pune,1921,2,3,1,25,25213000
Kolkata,696,2,3,1,19,6624000
Coimbatore,2581,5,1,2,9,20207500
Chandigarh,3802,3,3,1,18,53758000
Bhopal,2696,3,4,0,23,16106800
Delhi,3468,5,3,2,10,63494000
Kolkata,2997,3,2,1,17,27403000
Mysore,1301,1,2,1,10,9116800
Chennai,2364,1,4,1,8,28918000
Ahmedabad,1498,4,3,2,18,12744000
Mysore,2077,4,2,0,19,14583600
Vadodara,3281,5,3,0,28,26141800
Trivandrum,1591,5,2,2,9,16084500
Kochi,1170,5,1,1,29,12070000
Bhopal,1926,1,1,2,25,11100800
Coimbatore,1778,3,4,2,2,14385000
Lucknow,1648,5,4,1,2,11982000
Chandigarh,1954,5,3,2,23,28166000
Delhi,545,1,4,0,7,10300000
Jaipur,2383,1,3,2,28,16791000
Surat,1664,1,1,1,28,13934000
Bangalore,2307,3,1,2,5,35235000
Pune,3340,5,2,0,19,44030000
Hyderabad,2791,2,3,2,0,31521000
Hyderabad,2172,2,1,2,19,24092000
Vadodara,1458,5,1,2,23,11942400
Visakhapatnam,3149,5,3,2,5,23842800
Surat,2448,5,2,1,1,21858000
Jaipur,2419,5,2,0,18,17563000
Bangalore,552,3,2,0,27,8430000
Mysore,2876,2,2,0,6,19976800
Surat,907,4,1,2,10,8389500
Lucknow,3597,2,3,0,10,23840500
Bangalore,890,2,3,1,3,14030000
Patna,3953,1,1,2,19,19815000
Patna,744,5,1,2,15,4450000
Surat,2335,5,1,0,4,20637500
Bangalore,2161,5,4,2,23,33345000
Bangalore,620,1,3,2,29,9390000
Pune,2338,3,3,0,29,30624000
Bhopal,2342,3,3,1,6,14353600
Visakhapatnam,1122,4,2,1,24,8518400
Jaipur,3496,3,1,0,15,24742000
Chennai,927,3,1,1,14,11494000
Coimbatore,3653,5,1,1,4,28267500
Hyderabad,1922,2,4,1,0,22002000
Delhi,3288,3,3,2,19,59774000
Chandigarh,2064,3,1,2,21,29206000
Jaipur,3513,1,4,2,21,24961000
Bangalore,880,4,1,1,8,13840000
Jaipur,3377,1,2,2,25,23689000
Bangalore,2271,5,3,1,28,34695000
Delhi,3319,2,4,0,20,60122000
Indore,1862,4,1,1,4,11892000
Lucknow,1825,1,3,2,21,12112500
Jaipur,744,3,4,1,26,5698000
Visakhapatnam,444,3,3,2,5,4066800
Ahmedabad,2468,4,3,2,2,20824000
Hyderabad,2057,3,2,0,5,23217000
Chandigarh,3541,1,3,0,7,49944000
Delhi,2287,1,4,2,27,41416000
Visakhapatnam,3320,3,3,1,5,24694000
Pune,2495,3,4,0,15,33065000
Ahmedabad,1914,5,3,0,27,15882000
Hyderabad,2998,2,1,2,15,33258000
Nagpur,2734,4,2,1,26,17350800
Patna,1401,1,1,0,20,6875000
Pune,1433,4,2,0,2,19429000
Hyderabad,2989,5,4,1,16,33869000
Nagpur,2440,1,2,0,20,15118000
Bhopal,3203,5,3,1,5,19667400
Hyderabad,673,5,3,2,29,8093000
Bhopal,1355,3,1,0,5,8329000
Surat,3047,4,2,2,29,26319500
Patna,2179,4,4,1,21,11635000
Ahmedabad,780,3,4,2,18,6970000
Bhopal,1752,4,3,2,19,10901600
Kochi,878,3,4,2,14,9590000
Bangalore,2462,1,3,1,18,37160000
Ahmedabad,915,5,3,1,1,8490000
Delhi,590,5,3,1,7,11670000
Ahmedabad,1591,4,1,1,6,13408000
Bhopal,3992,2,1,1,26,23133600
Bhopal,3068,5,3,0,7,18764400
Mumbai,1560,3,3,0,12,39570000
Pune,2601,2,3,0,21,34053000
Kochi,1811,2,4,2,26,18530000
Nagpur,3680,5,3,2,14,23806000
Ahmedabad,671,5,3,1,11,6338000
Mumbai,542,5,2,1,14,14340000
Nagpur,2312,3,2,0,13,14764400
Jaipur,1492,2,2,1,6,10944000
Bhopal,2694,4,2,2,16,16305200
Chandigarh,3732,3,3,1,25,52638000
Bhopal,1187,1,2,0,4,7194600
Trivandrum,2526,5,4,1,19,24927000
Lucknow,2081,2,4,2,9,14286500
Chennai,1022,3,2,0,18,12594000
Pune,2972,1,1,1,17,38646000
Kolkata,3219,3,4,2,29,29481000
Hyderabad,1337,3,4,0,29,15057000
Chandigarh,3801,4,2,0,24,53574000
Bhopal,3660,4,2,2,23,21768000
Kochi,1518,3,3,1,9,15890000
Lucknow,1016,1,4,1,1,7294000
Lucknow,1431,2,2,1,5,9821500
Chandigarh,466,2,2,0,2,7024000
Trivandrum,3967,5,3,0,18,38436500
Kolkata,590,5,4,1,4,6540000
Patna,3837,2,2,0,6,19605000
Chennai,3215,3,3,0,6,39270000
Delhi,920,3,2,2,26,16890000
Coimbatore,1389,4,1,1,9,11037500
Bhopal,1540,4,1,1,0,9732000
Indore,2714,5,2,1,10,17154000
Kolkata,2034,2,4,0,22,18646000
Delhi,2932,3,1,0,6,53226000
Bhopal,3980,2,3,0,5,23644000
Coimbatore,3769,1,2,1,5,28637500
Surat,1587,2,3,0,12,13909500
Jaipur,775,1,1,1,15,5475000
Surat,1052,4,4,0,12,9782000
Ahmedabad,3739,4,3,1,1,30932000
Delhi,948,5,1,2,18,17734000
Bhopal,1497,2,1,0,18,8742600
Bangalore,3979,2,1,1,28,59625000
Nagpur,472,1,3,2,18,3236400
Pune,2755,4,1,2,17,36355000
Kochi,598,1,2,0,24,5890000
Kolkata,3601,4,1,1,5,33109000
Lucknow,2181,1,2,0,1,14546500
Jaipur,971,4,4,2,18,7677000
Delhi,1190,1,2,0,25,21310000
Visakhapatnam,2038,4,4,1,5,15733600
Hyderabad,2231,1,4,2,19,24951000
Vadodara,2255,2,2,0,22,17689000
Chennai,1910,5,4,0,21,23730000
Mysore,1574,1,2,0,14,10813200
Chennai,3677,5,3,0,5,45134000
Patna,578,2,4,0,27,3130000
Chennai,2644,2,2,2,2,32388000
Surat,1134,4,4,2,10,10679000
Indore,2536,5,1,1,7,16026000
Vadodara,1198,3,2,0,24,9554400
Surat,3905,4,1,1,21,33572500
Lucknow,1187,5,4,2,17,8765500
Vadodara,3195,1,4,0,16,25231000
Mumbai,3654,1,3,1,18,91580000
Vadodara,608,2,2,0,18,4922400
Patna,892,3,1,0,23,4570000
Patna,3601,1,3,1,20,18195000
Coimbatore,3112,5,4,2,16,24410000
Visakhapatnam,3484,5,4,1,26,25874800
Indore,2057,1,3,1,3,12872000
Chennai,3318,5,1,1,6,40646000
Bangalore,1131,5,4,0,4,18115000
Mysore,1529,2,4,2,25,10837200
Indore,3846,3,2,2,28,23366000
Kolkata,2005,2,3,0,15,18405000
Chandigarh,3145,3,4,2,5,45020000
Mumbai,3570,5,1,1,13,89940000
Pune,993,3,2,2,25,13259000
Visakhapatnam,3333,5,3,0,19,24727600
Visakhapatnam,3299,5,1,2,1,24762800
Kochi,1615,2,4,0,24,16450000
Chandigarh,724,2,3,1,17,10536000
Delhi,1378,4,3,0,17,25424000
Coimbatore,2149,1,1,2,12,16307500
Delhi,2250,4,3,1,27,41000000
Chennai,3403,4,1,2,17,41376000
Surat,1890,3,4,0,16,16675000
Bangalore,1293,5,2,1,12,20225000
Bhopal,1790,5,1,0,27,10712000
Jaipur,3789,5,2,2,11,27453000
Kolkata,543,1,3,0,2,5357000
Visakhapatnam,783,3,1,2,21,5947600
Chandigarh,2663,3,4,2,6,38252000
Mysore,3832,5,1,1,0,27007600
Delhi,2771,4,1,1,29,50098000
Visakhapatnam,3486,1,1,0,4,25289200
Coimbatore,616,4,2,2,20,5220000
Mysore,1915,2,2,2,0,13722000
Vadodara,3398,3,3,1,3,27334400
Chandigarh,2630,3,3,1,25,37210000
Bangalore,2717,4,3,1,0,41795000
Surat,3392,1,3,1,12,29182000
Indore,1890,3,1,0,13,11650000
Trivandrum,3317,4,2,0,14,32071500
Visakhapatnam,2035,1,2,0,16,14722000
Nagpur,3990,4,2,0,11,25358000
Hyderabad,2914,1,2,1,6,32404000
Mysore,2752,5,3,0,22,19383600
Pune,1567,1,1,0,18,20281000
Kochi,510,2,2,0,22,5200000
Hyderabad,1413,5,4,1,2,16813000
Bangalore,631,4,1,2,17,10005000
Mumbai,2114,5,4,1,25,53660000
Pune,2155,5,1,2,3,28985000
Visakhapatnam,3971,4,1,2,29,28891200
Delhi,3042,4,1,0,25,54976000
Bangalore,1977,2,4,0,2,30395000
Surat,1696,4,2,0,11,15036000
Indore,2620,3,2,1,22,16050000
Patna,1372,3,4,1,27,7330000
Visakhapatnam,1430,2,2,0,11,10616000
Indore,3626,1,3,1,16,22026000
Nagpur,3993,1,2,1,5,25126600
Ahmedabad,2993,3,3,2,14,24634000
Coimbatore,2995,4,3,1,29,22922500
Surat,917,2,3,2,1,8594500
Trivandrum,1313,1,4,0,7,12963500
Ahmedabad,2662,1,2,1,13,21506000
Visakhapatnam,2581,5,2,2,4,19653200
Coimbatore,2732,3,4,1,2,21460000
Patna,3597,4,4,2,9,19045000
Mysore,2344,2,2,2,6,16519200
Kolkata,1862,1,4,1,29,16888000
Bangalore,2272,5,4,0,10,35110000
Indore,3133,3,3,2,14,19488000
Trivandrum,3623,3,4,0,1,35328500
Bangalore,2778,2,3,1,4,42330000
Mysore,3854,1,1,1,10,26357200
Coimbatore,3586,2,3,0,7,27415000
Visakhapatnam,3341,2,3,1,12,24555200
Coimbatore,3953,5,4,2,10,30837500
Kolkata,1707,3,2,0,16,15733000
Surat,1298,4,1,1,14,11553000
Indore,1498,3,1,1,0,9638000
Mysore,1589,3,1,0,18,11015200
Chennai,1612,5,2,2,15,20194000
Jaipur,2525,4,1,0,18,18035000
Pune,3394,1,1,1,12,44232000
Nagpur,1087,4,2,1,22,7219400
Vadodara,2468,1,1,0,21,19100400
Vadodara,965,4,4,2,22,8327000
Trivandrum,1607,2,4,2,3,16146500
Trivandrum,2294,4,3,2,10,22713000
Delhi,3693,5,3,0,17,67244000
Ahmedabad,1226,1,3,2,17,10138000
Chandigarh,1751,3,4,2,9,25424000
Bhopal,2626,5,4,2,16,16300800
Surat,2211,1,4,2,29,19003500
Ahmedabad,3583,1,3,1,12,29014000
Trivandrum,1482,3,3,0,29,14309000
Patna,1750,2,3,0,24,8930000
Patna,3352,5,3,2,13,17770000
Coimbatore,2044,3,3,0,29,15560000
Visakhapatnam,3116,3,3,0,6,23125200
Pune,590,2,4,1,9,8350000
Chandigarh,1623,5,2,0,2,23672000
Bhopal,1735,3,2,1,1,10813000
Mumbai,1107,2,3,0,29,27755000
Pune,3506,5,2,1,18,46288000
Jaipur,778,4,2,1,6,6246000
Ahmedabad,786,1,4,0,4,6838000
Chandigarh,2684,2,3,1,27,37776000
Vadodara,1015,1,3,1,2,8467000
Kochi,1942,4,2,0,24,19780000
Jaipur,2730,3,3,1,1,19980000
Surat,2448,3,3,1,22,21258000
Indore,2154,5,3,1,25,13614000
Coimbatore,863,2,3,1,21,6792500
Visakhapatnam,3701,2,2,1,5,27167200
Nagpur,1366,5,1,2,13,9239200
Vadodara,571,1,2,1,6,4803800
Vadodara,3558,3,4,1,21,28342400
Mysore,1546,3,1,1,1,11142800
Mumbai,1242,2,1,1,10,31350000
Lucknow,1721,2,1,0,20,11206500
Ahmedabad,2308,5,2,2,2,19574000
Patna,1089,4,4,0,8,6365000
Mumbai,3022,1,2,2,7,75960000
Delhi,1907,4,4,1,25,34986000
Mumbai,2612,4,2,1,10,66020000
Mumbai,2424,2,2,2,17,60960000
Jaipur,2122,2,2,2,0,15554000
Bhopal,782,2,1,0,14,4675600
Mumbai,2656,4,2,2,3,67340000
Bhopal,3903,1,4,1,3,23287400
Mysore,1812,2,4,0,27,12561600
Vadodara,1983,3,4,2,9,16377400
Kolkata,2671,1,1,2,10,24269000
Delhi,2450,3,2,0,17,44450000
Pune,771,1,2,2,22,10133000
Kolkata,2110,2,3,1,28,19170000
Coimbatore,1869,5,1,0,14,14607500
Patna,1010,2,4,2,2,5950000
Visakhapatnam,515,4,4,1,6,4748000
Delhi,3741,4,2,2,6,68218000
Lucknow,846,1,4,0,16,5809000
Indore,1791,4,2,2,21,11326000
Surat,3724,2,2,2,19,31974000
Ahmedabad,1740,3,3,2,26,14370000
Chandigarh,814,2,1,1,23,11436000
Bangalore,3566,1,2,1,15,53660000
Pune,2208,4,2,2,15,29404000
Jaipur,3339,3,2,2,7,24083000
Pune,1447,5,3,0,2,19881000
Jaipur,3110,3,2,2,19,22240000
Kolkata,2273,3,1,0,14,20747000
Jaipur,1473,2,1,1,0,10811000
Patna,3973,5,4,2,9,21075000
Indore,1117,1,1,0,1,6952000
Ahmedabad,3969,1,4,1,6,32342000
Ahmedabad,1758,3,1,0,13,14374000
Patna,3550,3,4,1,15,18460000
Mysore,2005,4,2,2,26,14114000
Visakhapatnam,3498,5,3,0,27,25755600
Kolkata,2718,3,3,2,14,25152000
Chandigarh,961,4,3,0,6,14294000
Mysore,3251,5,2,1,12,22936800
Nagpur,2694,1,3,0,24,16732800
Chennai,786,4,1,0,9,9972000
Pune,1101,5,4,2,8,15543000
Vadodara,3006,4,2,2,8,24286800
Bangalore,1372,3,3,2,5,21450000
Jaipur,1784,2,1,1,23,12528000
Lucknow,1383,1,1,2,24,8939500
Coimbatore,1911,3,2,0,11,14802500
Chandigarh,751,3,2,1,29,10704000
Patna,2124,5,3,2,22,11450000
Vadodara,2351,4,4,0,19,19037800
Indore,1679,1,3,0,29,10004000
Indore,3693,3,3,1,19,22668000
Bhopal,2307,5,2,0,21,13950600
Bhopal,1152,1,3,2,13,7091600
Kochi,3228,4,3,0,26,32720000
Kochi,1424,3,4,2,19,14950000
Coimbatore,945,3,1,2,26,7297500
Chennai,1869,3,1,1,6,22958000
Bhopal,478,1,4,0,7,3262400
Ahmedabad,1659,1,1,1,7,13482000
Trivandrum,2781,1,3,1,29,26429500
Kochi,1288,1,4,1,7,13450000
Indore,3820,5,4,2,1,24290000
Patna,3569,2,2,2,13,18285000
Pune,1505,5,1,2,9,20415000
Patna,2949,3,2,2,17,15255000
Kochi,2390,5,3,0,17,24670000
Vadodara,1900,4,4,0,17,15560000
Hyderabad,3212,1,3,2,15,35702000
Jaipur,1320,4,1,2,19,9740000
Bangalore,949,4,2,0,4,14995000
Lucknow,2461,3,1,1,19,16266500
Kochi,791,1,3,1,4,8420000
Bangalore,3818,4,2,2,19,57890000
Vadodara,2757,3,1,1,22,21714600
Visakhapatnam,2833,1,3,2,9,20887600
Mumbai,3680,2,1,2,16,92260000
Kolkata,1780,3,4,2,29,16530000
Indore,1373,5,2,0,12,8988000
Surat,3565,1,2,1,16,30452500
Trivandrum,3564,4,2,0,17,34358000
Mysore,739,4,4,1,12,5945200
Hyderabad,3044,5,2,0,16,34154000
Chennai,3916,5,4,0,27,47682000
Indore,1156,4,2,2,14,7656000
Mysore,1445,1,1,2,25,9756000
Patna,2738,3,1,0,11,14040000
Surat,3956,5,1,1,27,34036000
Kochi,2753,5,1,1,9,28300000
Jaipur,3081,5,4,2,12,22717000
Chennai,3599,2,3,2,29,43428000
Trivandrum,3072,1,3,1,10,29574000
Delhi,1338,1,1,1,2,24394000
Chennai,3744,1,3,1,21,45098000
Delhi,1247,1,3,2,9,22936000
Visakhapatnam,841,1,2,1,10,6325200
Delhi,2950,4,4,2,5,54240000
Chennai,529,5,1,0,0,7218000
Pune,3603,4,3,0,5,47699000
Kolkata,996,2,3,0,4,9544000
Lucknow,2358,3,1,1,6,15857000
Kochi,1905,5,2,2,21,19780000
Kochi,1261,2,1,1,11,12890000
Vadodara,3861,4,2,2,11,30895800
Indore,3040,3,3,1,6,19010000
Bangalore,1398,2,4,0,1,21730000
Bhopal,2772,3,2,2,27,16387600
Patna,3540,2,2,1,0,18320000
Ahmedabad,2895,4,1,2,29,23460000
Trivandrum,1951,3,3,2,22,19064500
Visakhapatnam,3266,2,4,1,24,23895200
Mumbai,2040,4,1,1,17,51460000
Bangalore,3636,5,1,2,11,55350000
Ahmedabad,1911,4,4,2,6,16408000
Chennai,2136,4,3,0,18,26232000
Nagpur,3156,5,4,2,21,20537200
Lucknow,1849,4,1,0,2,12698500
Indore,2257,5,1,0,28,13852000
Coimbatore,664,5,2,0,9,5790000
Coimbatore,3059,5,4,2,28,23772500
Delhi,3813,2,4,0,26,68894000
Hyderabad,3279,3,4,2,26,36639000
Hyderabad,3749,2,1,2,10,41619000
Pune,3121,5,3,1,4,41683000
Bhopal,1862,3,1,2,1,11509600
Jaipur,556,3,2,2,7,4602000
Vadodara,1845,5,1,0,13,15001000
Visakhapatnam,2698,3,1,2,7,20015600
Coimbatore,3325,3,1,2,22,25227500
Kolkata,2032,2,2,1,5,18808000
Mysore,2977,3,4,1,0,21253600
Delhi,2774,5,3,0,23,50582000
Kolkata,3408,1,3,0,0,31182000
Pune,1294,1,2,1,7,17152000
Surat,2544,1,4,1,10,22134000
Delhi,912,5,4,2,17,17466000
Bangalore,615,1,2,0,23,9155000
Hyderabad,3603,2,1,0,9,39873000
Hyderabad,3731,5,4,2,11,42211000
Mumbai,2572,5,3,2,19,65190000
Ahmedabad,3553,5,2,0,22,28974000
Indore,3754,3,3,1,15,23114000
Chennai,2106,3,1,1,4,25842000
Bhopal,2506,3,2,2,15,15084800
Visakhapatnam,1967,4,3,0,23,14662400
Chandigarh,2608,2,3,2,11,37112000
Lucknow,2731,5,1,1,5,18601500
Bangalore,2553,5,2,1,29,38785000
Vadodara,1528,3,4,2,4,12928400
Coimbatore,3910,5,4,1,0,30635000
Nagpur,627,5,3,0,18,4637400
Lucknow,2765,1,1,2,9,18222500
Lucknow,1887,5,3,2,24,13055500
Indore,1201,4,1,2,13,7826000
Jaipur,2022,3,4,1,24,14684000
Mumbai,2305,2,3,0,20,57885000
Hyderabad,3321,2,3,2,2,37311000
Mysore,871,1,1,2,5,6252800
Ahmedabad,1479,2,2,1,4,12372000
Chandigarh,3072,2,1,0,16,43108000
Indore,2460,3,2,2,17,15270000
Mumbai,3911,3,4,1,11,98565000
Vadodara,1441,4,3,2,4,12279800
Mysore,3141,1,3,1,29,21368800
Chandigarh,3420,2,1,0,8,48140000
Hyderabad,2560,4,1,1,11,28740000
Visakhapatnam,628,1,4,2,19,4931600
Hyderabad,570,2,4,2,8,7050000
Indore,694,2,2,1,2,4744000
Hyderabad,588,3,4,0,0,7398000
Surat,825,5,4,0,21,7822500
Surat,1376,1,4,2,14,12206000
Indore,1502,2,4,2,9,9772000
Visakhapatnam,3105,1,2,1,13,22566000
Visakhapatnam,1318,4,4,1,6,10529600
Pune,3653,4,2,1,3,48349000
Indore,898,5,1,0,25,5758000
Mysore,2221,2,3,0,4,15682800
Patna,3209,3,1,2,19,16395000
Coimbatore,1265,2,4,2,15,10127500
Delhi,1225,1,3,2,2,22680000
Jaipur,2258,4,4,1,16,16646000
Hyderabad,2518,1,4,0,12,28088000
Mysore,2695,5,1,2,5,19256000
Mumbai,545,4,4,2,25,14365000
Bangalore,2041,3,1,2,4,31265000
Pune,1719,4,4,2,15,23287000
Hyderabad,3029,2,2,2,10,33819000
Trivandrum,869,2,3,2,16,8755500
Hyderabad,3977,4,1,0,4,44387000
Mumbai,592,5,1,2,5,15730000
Surat,1491,2,3,0,9,13153500
Kochi,2941,2,1,1,20,29510000
Coimbatore,451,3,3,0,0,4192500
Indore,3329,4,2,1,29,20314000
Lucknow,2810,2,4,0,20,18645000
Mysore,2220,5,2,0,9,15906000
Trivandrum,3364,1,4,2,16,32428000
Patna,2921,4,3,0,26,15045000
Chandigarh,2269,3,2,0,2,32416000
Delhi,2968,2,4,2,27,53824000
Patna,2186,5,3,1,28,11560000
Kolkata,1854,4,4,2,1,17906000
Visakhapatnam,2267,5,1,2,28,16792400
Chandigarh,3769,5,1,2,16,53476000
Patna,3906,3,3,1,3,20360000
Indore,3138,4,4,0,1,19888000
Pune,3669,2,1,0,4,48037000
Mysore,3599,3,2,2,9,25143200
Bhopal,2979,2,4,2,0,18218200
Mysore,2407,1,4,0,27,16457600
Nagpur,1834,5,1,0,25,11740800
Patna,1239,1,1,0,0,6465000
Lucknow,3536,5,3,1,26,23654000
Ahmedabad,640,3,4,1,25,5630000
Patna,3840,2,2,2,3,19840000
Trivandrum,935,2,1,1,6,9262500
Mumbai,1807,3,4,2,13,46005000
Ahmedabad,3902,4,1,0,13,31676000
Pune,482,1,3,0,17,6436000
Hyderabad,1381,1,4,2,1,15961000
Visakhapatnam,1350,2,4,0,0,10500000
Vadodara,1010,2,3,2,20,8298000
Visakhapatnam,973,2,2,2,21,7285600
Delhi,2733,3,1,2,15,49624000
Mumbai,1388,4,3,1,28,35180000
Chandigarh,858,1,4,2,21,12382000
Lucknow,3683,5,3,2,17,24869500
Patna,2573,3,4,2,15,13655000
Patna,3884,1,3,1,27,19470000
Surat,1922,4,2,0,27,16637000
Ahmedabad,2872,3,4,1,22,23546000
Visakhapatnam,3001,1,3,2,21,21857200
Ahmedabad,3057,3,2,1,23,24766000
Surat,2384,1,2,0,5,20554000
Indore,1966,1,1,0,24,11586000
Ahmedabad,3629,4,4,2,9,30092000
Coimbatore,2559,5,1,0,1,20042500
Chennai,2849,4,2,1,6,34988000
Mumbai,521,1,1,1,20,12975000
Mumbai,672,3,1,0,16,17050000
Kochi,1717,4,3,2,2,18250000
Nagpur,797,5,1,2,19,5591400
Coimbatore,2918,1,2,1,11,22135000
Trivandrum,1384,4,1,0,1,13848000
Nagpur,1630,4,4,1,6,11146000
Hyderabad,1533,4,3,1,16,17583000
Jaipur,3911,4,2,1,18,27937000
Delhi,1701,3,1,2,11,31128000
Patna,2310,5,4,0,8,12620000
Pune,3016,5,2,0,26,39678000
Jaipur,1905,1,1,2,13,13505000
Mumbai,3585,2,3,1,1,90345000
Jaipur,2316,3,1,1,20,16462000
Nagpur,3344,1,2,2,3,21222800
Bhopal,1219,1,2,0,27,6920200
Jaipur,3300,4,2,2,18,23740000
Trivandrum,3948,2,4,0,20,37886000
Bhopal,3157,2,1,0,15,18430600
Jaipur,2356,3,1,0,21,16642000
Chandigarh,2768,2,1,1,16,38932000
Chennai,578,1,3,1,1,7506000
Delhi,1296,2,4,2,16,23948000
Pune,2666,2,4,2,18,35238000
Coimbatore,3236,5,3,1,7,25320000
Chennai,2372,1,4,2,23,28794000
Pune,1951,2,3,1,19,25723000
Kochi,891,2,2,1,5,9430000
Pune,460,4,2,0,11,6600000
Delhi,1477,2,4,0,24,26886000
Patna,2103,2,2,1,29,10555000
Bhopal,2985,5,2,0,22,17863000
Jaipur,3295,1,2,1,17,23195000
Kochi,3435,3,1,0,26,34400000
Bhopal,464,1,2,2,1,3221200
Chandigarh,985,4,1,2,18,14310000
Mumbai,2127,1,3,1,23,53305000
Vadodara,2618,2,3,1,9,20980400
Kolkata,3744,4,3,0,24,34176000
Trivandrum,934,1,3,0,28,8823000
Visakhapatnam,3862,4,3,1,29,28266400
Mumbai,3140,3,2,2,2,79310000
Indore,3798,1,2,2,24,22858000
Kolkata,2555,2,2,1,27,23075000
Visakhapatnam,2270,4,3,2,11,17244000
Trivandrum,3633,5,3,1,25,35203500
Kochi,3261,4,1,0,15,33030000
Mumbai,1404,5,4,2,11,36270000
Surat,2899,2,2,2,7,25201500
Surat,1629,3,4,0,4,14696500
Bangalore,3037,5,3,0,10,46465000
Indore,1439,3,3,2,9,9424000
Pune,726,4,3,2,2,10518000
Chandigarh,1007,2,4,1,26,14438000
Bangalore,3106,5,1,1,22,47100000
Ahmedabad,401,4,3,2,8,4168000
Coimbatore,1433,1,1,1,11,10877500
Coimbatore,2881,4,1,0,5,22227500
Lucknow,524,3,2,1,18,3816000
Delhi,1504,2,4,1,15,27632000
Coimbatore,2932,2,3,2,20,22410000
Jaipur,3099,4,1,1,22,22053000
